scenario_type,profile,target_cos,target_jac,len_ei,len_su,len_fo
trajectory_confusion_to_insight,cell_66_recog_dialectical_profile_prosthesis_descriptive,0.5556,0.7188,547,573,368
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7150,0.8354,356,624,266
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.5537,0.7143,374,707,305
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6497,0.7882,359,565,325
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6237,0.7692,363,951,283
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.6100,0.7606,372,255,261
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5709,0.7273,252,621,309
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.8335,0.9503,105,518,1957
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.7058,0.8302,237,407,172
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5292,0.6986,373,733,298
trajectory_confusion_to_insight,cell_83_messages_base_multi_psycho,0.5670,0.7237,325,684,298
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6635,0.8000,411,776,287
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.7017,0.8269,160,722,228
trajectory_overconfidence_to_humility,cell_83_messages_base_multi_psycho,0.6710,0.8148,489,262,197
trajectory_disengagement_to_ownership,cell_83_messages_base_multi_psycho,0.7407,0.8511,415,557,353
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7140,0.8349,566,714,373
