scenario_type,profile,target_cos,target_jac,len_ei,len_su,len_fo
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.7113,0.8765,539,836,85
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.5237,0.6885,629,834,522
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6957,0.8529,110,96,459
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6414,0.7899,715,843,343
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.8412,0.9213,175,581,517
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6119,0.7619,419,596,271
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7834,0.9091,443,571,74
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.2954,0.4762,149,73,265
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6471,0.7935,510,739,268
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6389,0.7912,547,512,261
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.5268,0.7033,541,560,285
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.5021,0.6706,438,643,330
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.4359,0.6111,59,52,80
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.8075,0.9245,319,686,55
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.8279,0.9385,425,421,47
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.5851,0.7383,471,740,510
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.8699,0.9318,123,627,173
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7795,0.8955,93,629,376
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7162,0.8701,544,101,102
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.9091,0.9524,63,79,64
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5050,0.6771,516,553,424
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5348,0.6970,455,731,494
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5879,0.7429,490,696,361
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.7625,0.9048,359,586,66
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6364,0.8289,488,640,111
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.7348,0.8861,523,585,92
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6464,0.8000,563,671,285
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.8042,0.9146,516,741,125
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6228,0.7684,474,758,431
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6421,0.7846,276,403,204
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6466,0.7867,328,468,265
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6364,0.7805,370,386,270
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6976,0.8289,372,457,198
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6321,0.7778,390,426,258
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.7260,0.8472,344,512,193
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.7171,0.8451,334,522,172
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6657,0.8000,396,632,358
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.8180,0.9041,341,336,164
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6681,0.8194,406,501,133
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.6320,0.7869,319,443,174
mood_frustration_to_breakthrough,cell_81_messages_base_single_psycho,0.8280,0.9067,300,447,218
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6439,0.7869,276,406,186
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.5784,0.7377,280,442,211
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.5535,0.7126,380,467,363
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6944,0.8281,287,442,163
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.5346,0.7069,310,482,144
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.6982,0.8312,401,582,197
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7549,0.8649,311,447,178
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7256,0.8415,336,486,251
mood_frustration_to_breakthrough,cell_83_messages_base_multi_psycho,0.7476,0.8571,328,576,223
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6513,0.7917,345,490,216
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6877,0.8158,288,416,338
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6482,0.7867,303,437,264
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.7472,0.8923,434,464,54
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.7677,0.8721,470,529,218
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6203,0.7681,331,454,251
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.7401,0.8507,229,639,242
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6290,0.7733,333,434,281
mood_frustration_to_breakthrough,cell_85_messages_recog_single_psycho,0.6371,0.7846,297,467,196
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.7305,0.8529,346,485,147
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.7282,0.8434,332,573,275
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6817,0.8108,273,485,285
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6245,0.7692,276,500,247
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6724,0.8049,362,588,298
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6631,0.8000,375,428,229
misconception_correction_flow,cell_81_messages_base_single_psycho,0.7381,0.8500,314,391,240
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6560,0.7941,302,438,211
misconception_correction_flow,cell_81_messages_base_single_psycho,0.7634,0.8667,287,412,218
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6667,0.8028,284,335,202
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6759,0.8111,440,512,260
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.7012,0.8276,397,549,277
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6360,0.7879,336,379,177
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6142,0.7612,299,420,265
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.7219,0.8400,301,480,252
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6250,0.7746,409,486,243
mood_frustration_to_breakthrough,cell_87_messages_recog_multi_psycho,0.6569,0.7945,311,459,240
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6684,0.8116,355,466,166
misconception_correction_flow,cell_81_messages_base_single_psycho,0.8293,0.9067,262,517,239
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6663,0.8000,293,569,266
misconception_correction_flow,cell_81_messages_base_single_psycho,0.6016,0.7531,372,558,298
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.5893,0.7460,303,445,196
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.5356,0.7121,358,461,186
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6482,0.7867,294,497,267
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6012,0.7538,312,465,223
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.6533,0.7945,367,422,219
misconception_correction_flow,cell_83_messages_base_multi_psycho,0.7223,0.8448,261,498,147
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6463,0.8026,457,453,171
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7088,0.8409,492,482,212
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6683,0.8060,314,529,205
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7839,0.8816,320,468,240
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6491,0.7882,371,480,299
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6525,0.7922,362,595,248
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.5892,0.7529,446,520,250
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6441,0.7857,316,363,228
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6259,0.7792,410,432,230
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7139,0.8395,383,419,216
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.6656,0.8065,308,499,171
misconception_correction_flow,cell_85_messages_recog_single_psycho,0.7580,0.8734,389,604,161
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7433,0.8553,337,597,211
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7115,0.8315,335,505,330
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6180,0.7703,371,453,226
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7181,0.8370,403,611,317
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6329,0.7901,424,538,221
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.5696,0.7356,488,476,269
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7012,0.8261,479,545,324
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.5766,0.7349,417,426,298
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6760,0.8214,490,635,193
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7087,0.8333,322,360,185
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.6653,0.8000,357,381,278
misconception_correction_flow,cell_87_messages_recog_multi_psycho,0.7351,0.8519,413,487,205
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7243,0.8448,257,511,168
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7743,0.8784,356,511,190
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6880,0.8182,294,377,219
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6730,0.8072,394,541,273
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6541,0.8113,274,436,104
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6389,0.7903,300,347,145
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6406,0.7831,384,453,282
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7022,0.8378,396,455,172
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.8152,0.8986,276,500,222
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.5949,0.7468,344,531,287
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6193,0.7812,330,396,138
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.7031,0.8293,348,395,271
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.6909,0.8228,377,454,206
mutual_transformation_journey,cell_81_messages_base_single_psycho,0.5635,0.7213,271,481,205
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.7033,0.8267,269,458,318
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.8754,0.9348,256,477,471
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6486,0.7872,392,519,408
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.7900,0.8876,435,552,204
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6533,0.8000,456,481,266
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6302,0.7778,351,417,220
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.7283,0.8442,316,436,209
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6862,0.8154,289,455,182
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6197,0.7703,326,423,212
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5978,0.7556,198,446,119
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6373,0.7791,372,524,405
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6468,0.7895,337,498,234
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6661,0.8000,388,383,324
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.6479,0.7937,312,531,168
mutual_transformation_journey,cell_83_messages_base_multi_psycho,0.5811,0.7403,405,398,263
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6657,0.8101,404,356,199
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.7123,0.8391,462,619,238
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5893,0.7423,375,393,443
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.7278,0.8507,399,533,137
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.8167,0.9275,408,467,54
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5858,0.7403,349,549,275
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6441,0.7857,339,426,226
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5716,0.7302,314,499,221
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.7249,0.8495,476,691,238
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6464,0.7887,353,471,225
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6589,0.7975,420,516,226
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6518,0.7941,319,448,239
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.4954,0.6629,381,611,406
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.6112,0.7590,317,390,355
mutual_transformation_journey,cell_85_messages_recog_single_psycho,0.5005,0.6714,337,505,247
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.7359,0.8537,392,523,215
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6302,0.7746,345,526,248
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6988,0.8250,391,486,247
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6194,0.7733,396,405,189
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6005,0.7581,313,424,189
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6945,0.8272,408,437,214
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6960,0.8211,474,524,349
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6248,0.7727,284,458,228
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6201,0.7692,479,485,281
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.7261,0.8421,349,382,267
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6347,0.7821,358,497,259
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.7887,0.8861,385,598,209
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6907,0.8171,323,516,267
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6210,0.7794,309,451,157
mutual_transformation_journey,cell_87_messages_recog_multi_psycho,0.6805,0.8116,296,414,213
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6343,0.7917,387,559,187
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.7592,0.8710,279,440,166
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6776,0.8082,289,537,251
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.8062,0.8929,288,461,320
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.5255,0.6892,319,413,350
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6750,0.8125,305,477,163
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.7256,0.8415,382,447,295
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.7758,0.8784,348,438,182
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6627,0.7975,293,455,293
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.7444,0.8548,263,423,189
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6732,0.8052,328,627,291
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.5817,0.7558,508,350,237
epistemic_resistance_impasse,cell_81_messages_base_single_psycho,0.6350,0.7931,296,329,152
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7047,0.8289,377,388,234
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6344,0.7763,309,240,278
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6501,0.7927,437,501,275
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7194,0.8451,322,521,163
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.5619,0.7288,309,373,152
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6340,0.7805,409,588,293
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6936,0.8312,430,569,190
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7721,0.8831,420,414,185
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6543,0.7912,393,364,374
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6273,0.7727,392,684,325
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7232,0.8395,343,474,296
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7142,0.8333,321,697,336
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6302,0.7738,379,414,321
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.7425,0.8523,275,491,323
epistemic_resistance_impasse,cell_83_messages_base_multi_psycho,0.6845,0.8172,448,346,294
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6335,0.7765,389,465,335
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6601,0.8052,389,431,209
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7657,0.8676,271,440,219
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5342,0.7000,410,380,262
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7410,0.8514,296,572,227
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7145,0.8421,394,700,218
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6780,0.8081,442,465,516
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6689,0.8136,303,499,180
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6955,0.8350,664,511,227
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.5043,0.6706,450,551,330
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6167,0.7677,510,496,344
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6730,0.8046,356,505,317
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.7240,0.8442,345,662,252
epistemic_resistance_impasse,cell_85_messages_recog_single_psycho,0.6821,0.8111,374,467,390
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.7557,0.8780,510,526,197
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6172,0.7701,495,520,307
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6182,0.7647,359,432,390
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.7203,0.8434,468,414,247
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5664,0.7349,512,491,249
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5397,0.7011,395,469,372
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.5781,0.7375,424,475,253
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6349,0.7778,316,555,293
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6015,0.7612,318,736,211
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.7948,0.8966,298,473,91
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.7460,0.8605,411,452,217
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6695,0.8182,515,389,216
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6422,0.7838,353,557,229
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.7476,0.8571,364,375,215
epistemic_resistance_impasse,cell_87_messages_recog_multi_psycho,0.6553,0.8000,460,417,221
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6763,0.8070,212,524,194
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7492,0.8714,406,480,135
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7177,0.8375,335,467,244
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.5349,0.7059,244,373,168
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6784,0.8154,312,445,187
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7727,0.8718,286,519,252
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7331,0.8551,370,423,182
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.7651,0.8684,358,499,260
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6893,0.8182,247,483,253
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6188,0.7654,379,250,342
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.8402,0.9155,285,377,186
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.5310,0.6944,303,482,266
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6824,0.8846,339,154,39
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.8020,0.8933,323,437,190
affective_shutdown_impasse,cell_81_messages_base_single_psycho,0.6418,0.7925,255,394,136
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7055,0.8308,292,452,180
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6652,0.8088,351,470,194
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6627,0.7973,333,538,279
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.5292,0.6949,262,391,206
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7205,0.8387,257,507,209
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6108,0.7761,362,379,144
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6646,0.8000,244,433,176
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7090,0.8333,341,399,192
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.4609,0.6406,357,266,191
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7060,0.8281,266,464,196
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.5646,0.7241,370,106,279
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6593,0.8060,308,470,174
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.6195,0.7714,340,434,193
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7099,0.8485,345,424,156
affective_shutdown_impasse,cell_83_messages_base_multi_psycho,0.7201,0.8500,313,368,156
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6632,0.8043,483,461,241
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5353,0.6984,312,460,265
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6868,0.8214,439,534,228
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7238,0.8421,384,459,228
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6703,0.8026,333,380,300
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.5769,0.7342,395,480,270
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6997,0.8250,384,498,264
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6792,0.8226,311,442,135
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6893,0.8182,256,541,155
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6227,0.7867,415,522,135
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6421,0.7867,382,482,251
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.6974,0.8413,332,538,127
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7703,0.8925,597,483,139
affective_shutdown_impasse,cell_85_messages_recog_single_psycho,0.7764,0.8800,219,390,116
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7356,0.8592,399,479,127
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6358,0.7857,368,333,187
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7500,0.8571,148,414,171
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7746,0.8769,340,474,140
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7940,0.9048,338,441,71
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.7480,0.8788,353,461,99
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5848,0.7419,312,427,218
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5044,0.6706,396,458,379
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.5472,0.7125,437,572,282
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.4960,0.6667,372,495,250
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6857,0.8250,457,444,172
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6086,0.7568,276,479,279
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6501,0.8033,353,507,142
affective_shutdown_impasse,cell_87_messages_recog_multi_psycho,0.6462,0.8148,360,406,81
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7157,0.8400,347,459,202
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6363,0.7778,242,402,219
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7207,0.8406,304,547,182
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.5913,0.7439,349,485,302
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7333,0.8462,312,416,274
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6386,0.7808,318,421,250
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6193,0.7662,330,434,281
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6823,0.8194,387,560,218
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6481,0.7869,264,555,239
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.7348,0.8472,286,547,270
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6597,0.7952,321,556,388
productive_deadlock_impasse,cell_81_messages_base_single_psycho,0.6332,0.7761,274,495,217
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6620,0.7976,362,502,283
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6513,0.7917,329,414,261
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6602,0.8000,261,447,170
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.4635,0.6346,257,490,186
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5854,0.7500,398,334,184
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7228,0.8415,345,411,247
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.4817,0.6538,432,506,288
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.5881,0.7467,345,481,218
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6820,0.8182,368,322,199
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7172,0.8356,304,373,260
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6471,0.7901,412,519,266
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.7412,0.8519,372,496,309
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6400,0.7812,257,508,245
productive_deadlock_impasse,cell_83_messages_base_multi_psycho,0.6516,0.7969,349,457,182
